Stock Name,Stock Count,Company,Sector,Industry,Country,Market Cap,P/E,Price,Volume,EPS Time,Zacks Ranks,Yahoo Ranks,The Street Ranks,Investor Place,Date,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Divident,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Rel Volume,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,from Open,Gap
NLSN,108,Nielsen Holdings plc,Technology,Information & Delivery Services,USA,7.14B,-,20.09,"4,525,008",Tomorrow Before Market EPS,3-Hold ,BUY,C- (Hold),D,November6,10.93,-,1.11,2.56,18.18,13.93,-277.60%,3.03%,-34.00%,0.70%,2.70%,6.97%,-4.40%,-22.20%,-4.60%,1.10,1.10,2.95,3.10,56.90%,-7.60%,-10.70%,Nov 07/b,355.63M,352.69M,0.40%,0.00%,-,0.57%,3.28%,4.39,2.63M,-0.54%,-0.89%,-9.18%,-17.22%,-24.93%,-13.89%,2.38%,2.12%,2.10,1.72,0.90,0.52,-3.03%,-5.22%,-14.55%,-29.51%,1.16%,39.66,-3.46%,-0.38%
NMFC,132,New Mountain Finance Corporation,Financial,Asset Management,USA,1.18B,12.26,13.52,"721,114",Today After Market EPS,3-Hold ,None,B- (Buy),B,November6,9.80,-,4.65,1.01,-,-,15.80%,-0.70%,-3.31%,0.00%,-,10.06%,-,-,-,-,-,-,-,-,-,-,Nov 06/a,87.51M,-,10.46%,4.84%,42.30%,-,-,3.57,604.30K,-0.07%,1.58%,-0.07%,-4.32%,0.15%,7.47%,1.17%,1.06%,-,1.19,-,0.16,0.19%,0.14%,-1.59%,-5.98%,12.11%,49.49,-0.59%,0.00%
NMIH,133,"NMI Holdings, Inc.",Financial,Surety & Title Insurance,USA,1.97B,15.16,29.12,"359,638",Today After Market EPS,3-Hold ,BUY,A (Buy),A,November6,9.52,0.53,6.34,2.42,55.29,12.15,178.30%,26.34%,29.30%,28.53%,118.00%,-,11.70%,18.10%,14.50%,-,-,0.18,0.18,-,57.60%,42.50%,Nov 06/a,67.78M,66.49M,1.40%,-25.17%,91.40%,-0.15%,1.76%,3.04,384.53K,-1.22%,10.81%,5.93%,5.66%,39.53%,63.14%,2.12%,2.72%,1.80,0.94,1.24,0.76,1.75%,4.44%,8.61%,-7.08%,86.43%,57.20,-0.85%,0.07%
NOMD,109,Nomad Foods Limited,Consumer Goods,Processed & Packaged Goods,United Kingdom,3.70B,21.73,19.47,"2,039,102",Tomorrow Before Market EPS,3-Hold ,BUY,C+ (Hold),C,November6,13.60,5.27,1.44,1.39,4.61,11.19,25.60%,5.45%,15.65%,4.13%,-,-,2.70%,6.50%,5.90%,1.60,1.20,0.74,0.75,29.60%,11.50%,6.40%,Nov 07/b,190.07M,172.91M,14.32%,-,81.80%,-0.41%,1.17%,2.02,1.00M,1.56%,-1.67%,-11.70%,-8.89%,2.91%,16.45%,2.76%,2.56%,1.90,2.04,1.12,0.49,0.03%,-3.16%,-5.51%,-15.57%,22.68%,47.26,0.00%,-0.36%
NRG,110,"NRG Energy, Inc.",Utilities,Diversified Utilities,USA,10.49B,26.40,39.58,"3,777,790",Tomorrow Before Market EPS,3-Hold ,BUY,C (Hold),B,November6,10.14,0.83,1.12,-,35.68,12.70,140.80%,7.97%,26.40%,31.70%,-3.40%,0.30%,5.90%,-44.70%,17.30%,1.30,1.20,-,-,23.40%,9.10%,6.40%,Nov 07/b,265.00M,251.32M,0.70%,0.00%,-,-0.69%,2.17%,2.29,2.39M,-2.87%,1.49%,12.70%,7.91%,3.34%,-0.05%,2.07%,1.54%,1.70,1.58,0.79,0.67,-1.16%,1.53%,2.94%,-9.34%,21.30%,47.52,-0.43%,0.35%
NTRA,134,"Natera, Inc.",Healthcare,Medical Laboratories & Research,USA,2.74B,-,36.62,"520,314",Today After Market EPS,1-Strong Buy ,BUY,D (Sell),B,November6,-,-,10.04,26.93,11.53,-,14.20%,20.10%,-21.70%,-,36.10%,-,-43.00%,-274.00%,-73.80%,2.50,2.40,0.79,1.33,37.20%,-42.90%,-46.80%,Nov 06/a,74.93M,72.14M,2.10%,-22.73%,96.10%,2.07%,3.91%,3.91,720.16K,-3.28%,5.35%,14.83%,106.31%,70.48%,162.32%,3.71%,4.93%,1.80,0.72,1.42,1.79,-3.11%,4.95%,46.04%,-10.51%,230.51%,50.17,-2.22%,0.62%
NVMI,111,Nova Measuring Instruments Ltd.,Technology,Semiconductor Equipment & Materials,Israel,927.36M,24.30,34.85,"49,687",Tomorrow Before Market EPS,1-Strong Buy ,BUY,B+ (Buy),B,November6,19.52,-,3.96,3.34,5.22,41.22,14.90%,32.52%,36.70%,-,17.60%,-,12.30%,15.10%,17.80%,6.30,5.20,0.00,0.00,56.70%,19.80%,18.20%,Nov 07/b,26.61M,26.47M,1.70%,0.00%,87.00%,0.11%,0.61%,2.10,76.53K,3.50%,10.81%,22.45%,26.96%,44.19%,52.99%,2.53%,2.59%,1.70,0.65,1.07,0.93,4.29%,9.91%,26.33%,-2.68%,64.78%,63.40,-0.43%,-0.60%
NVRO,135,Nevro Corp.,Healthcare,Medical Appliances & Equipment,USA,2.62B,-,85.25,"492,294",Today After Market EPS,3-Hold ,BUY,D+ (Sell),A,November6,-,-,6.91,12.98,11.20,-,-31.40%,22.20%,-7.40%,25.00%,75.10%,-,-20.40%,-41.10%,-10.70%,6.10,4.70,0.78,0.78,68.70%,-22.90%,-24.50%,Nov 06/a,30.73M,30.06M,2.60%,1.25%,-,0.06%,12.91%,10.04,386.59K,2.11%,11.57%,34.59%,35.83%,85.81%,119.21%,2.84%,3.20%,2.10,1.27,0.21,2.85,1.37%,0.32%,28.75%,-6.93%,145.32%,51.01,-1.64%,-0.38%
NVTA,136,Invitae Corporation,Healthcare,Medical Laboratories & Research,USA,1.45B,-,15.86,"2,351,498",Today After Market EPS,3-Hold ,BUY,D (Sell),C,November6,-,-,8.22,4.22,5.87,-,-20.90%,13.40%,-18.20%,8.00%,297.90%,-,-38.30%,-59.20%,-50.00%,7.20,7.20,0.22,0.23,48.60%,-81.40%,-83.70%,Nov 06/a,91.65M,91.05M,1.20%,-19.79%,85.60%,3.04%,18.12%,7.72,2.14M,-5.26%,-14.59%,-42.33%,-18.54%,10.68%,43.40%,5.31%,5.28%,1.70,1.10,2.45,0.94,-8.65%,-18.85%,-24.43%,-44.83%,75.44%,35.81,-2.58%,0.00%
OGE,112,OGE Energy Corp.,Utilities,Electric Utilities,USA,8.56B,21.07,42.76,"1,287,690",Tomorrow Before Market EPS,2-Buy ,HOLD,A (Buy),A,November6,18.65,6.20,3.87,2.14,-,-,13.50%,7.50%,1.80%,3.40%,-4.60%,3.62%,3.80%,10.20%,5.80%,0.60,0.50,0.80,0.85,61.00%,20.10%,18.40%,Nov 07/b,200.27M,199.66M,0.13%,-0.30%,68.60%,-1.15%,2.25%,3.96,1.13M,-0.79%,-1.86%,-0.54%,5.19%,16.89%,9.11%,1.08%,1.16%,3.00,1.14,0.46,0.51,-0.53%,-2.09%,0.15%,-6.58%,16.83%,43.21,-0.21%,0.12%
OPGN,137,"OpGen, Inc.",Healthcare,Medical Laboratories & Research,USA,8.05M,-,1.32,"338,019",Today After Market EPS,3-Hold ,BUY,D- (Sell),F,November6,-,-,2.44,0.64,2.60,-,77.30%,39.30%,42.70%,-,4.10%,-,-137.10%,-397.90%,-253.50%,0.90,0.80,0.50,1.00,50.00%,-,-,Nov 06/a,6.10M,6.10M,0.10%,0.00%,1.70%,18.24%,1.25%,0.14,537.19K,-2.94%,-80.09%,-73.06%,-87.06%,-95.07%,-94.92%,9.13%,19.07%,2.00,0.63,0.63,0.62,-67.05%,-77.03%,-88.87%,-96.75%,4.76%,22.11,3.13%,0.79%
OR,138,Osisko Gold Royalties Ltd,Basic Materials,Gold,Canada,1.31B,-,9.07,"1,290,017",Today After Market EPS,1-Strong Buy ,None,C- (Hold),B,November6,-,-,-,1.01,-,-,-,-,-,-,-,1.65%,-,-,-,-,-,-,-,-,-,-,Nov 06/a,144.00M,123.97M,20.91%,-,70.36%,-,0.96%,1.31,909.43K,-5.52%,-4.73%,-28.02%,-7.26%,14.66%,3.30%,2.74%,2.64%,-,1.42,-,0.28,-4.06%,-14.39%,-16.39%,-32.46%,29.57%,32.63,-1.95%,0.11%
ORA,139,"Ormat Technologies, Inc.",Utilities,Electric Utilities,USA,3.90B,25.45,76.33,"193,845",Today After Market EPS,3-Hold ,HOLD,C+ (Hold),A,November6,34.11,2.31,5.27,2.83,35.20,-,-11.10%,29.97%,31.70%,11.00%,6.20%,0.58%,2.80%,6.60%,8.30%,1.50,1.30,0.82,0.93,37.70%,26.30%,12.00%,Nov 06/a,51.05M,50.37M,4.95%,-3.21%,75.80%,0.01%,1.10%,2.96,187.31K,-1.27%,3.99%,6.44%,25.42%,39.42%,45.95%,1.76%,2.10%,2.80,1.03,1.03,1.55,1.20%,3.09%,19.77%,-3.60%,55.76%,56.06,0.18%,0.14%
ORTX,140,Orchard Therapeutics plc,Healthcare,Biotechnology,United Kingdom,1.09B,-,11.57,"216,286",Today After Market EPS,4-Sell ,BUY,None,C,November6,-,-,516.79,2.79,2.59,-,-461.70%,-11.40%,-,-,-,-,-,-,-75.80%,7.90,7.90,0.07,0.07,-,-,-,Nov 06/a,93.80M,91.51M,-,-,64.10%,0.17%,3.36%,16.10,191.13K,-1.11%,-1.62%,-13.53%,-42.15%,-17.89%,-26.45%,5.53%,5.97%,1.60,1.13,-,0.71,-3.98%,-12.63%,-23.69%,-46.53%,33.76%,39.78,-6.69%,0.32%
OSUR,141,"OraSure Technologies, Inc.",Healthcare,Medical Instruments & Supplies,USA,533.69M,317.14,8.88,"540,151",Today After Market EPS,3-Hold ,HOLD,C (Hold),D,November6,31.38,15.86,3.23,1.90,3.63,23.83,-91.60%,3.66%,17.20%,20.00%,12.90%,-,6.20%,6.90%,-0.20%,7.00,6.10,0.00,0.00,64.40%,15.00%,11.80%,Nov 06/a,60.10M,60.02M,0.80%,4.57%,97.60%,0.86%,6.36%,6.02,633.84K,3.74%,18.72%,12.98%,-1.00%,-39.39%,-23.97%,3.16%,3.64%,3.00,0.85,1.22,0.29,7.23%,15.63%,-3.04%,-40.08%,39.84%,71.44,0.11%,-0.22%
PAAS,142,Pan American Silver Corp.,Basic Materials,Silver,Canada,3.50B,-,16.79,"1,776,630",Today After Market EPS,3-Hold ,BUY,C (Hold),B,November6,20.96,-,4.00,1.46,25.25,36.02,-91.50%,108.05%,15.10%,52.32%,-1.00%,0.83%,-0.80%,-1.10%,1.40%,4.10,3.00,0.15,0.16,5.00%,-1.70%,-2.50%,Nov 06/a,208.74M,205.64M,1.60%,0.00%,60.90%,2.12%,6.94%,4.27,3.34M,0.48%,1.97%,-3.00%,42.17%,8.81%,15.00%,3.03%,3.12%,2.20,0.53,0.03,0.53,2.81%,-0.06%,17.17%,-13.81%,63.65%,53.13,1.08%,0.12%
PACK,113,Ranpak Holdings Corp.,Conglomerates,Conglomerates,USA,446.23M,-,6.30,"119,859",Tomorrow Before Market EPS,,BUY,None,D,November6,315.00,-,3.64,0.83,38.80,-,-,-,-,-,-,-,-5.90%,-9.30%,-,2.50,1.90,1.28,1.28,39.50%,-11.70%,-24.20%,Nov 07/b,70.83M,70.83M,3.10%,-,52.50%,0.01%,0.93%,14.77,44.61K,4.13%,3.62%,21.39%,-38.36%,-35.25%,-37.19%,5.59%,5.58%,2.00,2.69,-,0.36,3.55%,3.19%,-25.17%,-39.13%,46.00%,55.97,-1.10%,0.00%
PBYI,143,"Puma Biotechnology, Inc.",Healthcare,Biotechnology,USA,264.52M,-,7.13,"1,833,975",Today After Market EPS,3-Hold ,HOLD,D- (Sell),D,November6,-,-,0.92,12.73,2.25,-,61.90%,34.60%,-9.50%,-,-,-,-34.80%,-254.10%,-55.70%,1.70,1.70,4.28,4.28,87.20%,-27.60%,-32.20%,Nov 06/a,37.10M,34.52M,11.30%,-0.53%,92.30%,1.06%,23.72%,5.28,1.55M,2.59%,-9.29%,-22.58%,-76.25%,-68.81%,-64.96%,5.85%,6.37%,3.30,1.18,1.51,0.51,0.92%,-23.94%,-63.19%,-83.76%,10.89%,36.67,-1.11%,-0.07%
PCRX,114,"Pacira BioSciences, Inc.",Healthcare,Drugs - Generic,USA,1.72B,227.32,41.60,"513,707",Tomorrow Before Market EPS,3-Hold ,BUY,C (Hold),D,November6,19.48,5.83,4.62,5.04,5.89,32.30,98.90%,49.20%,64.10%,39.00%,31.60%,-,1.10%,2.40%,2.60%,4.80,4.10,0.87,0.87,74.30%,6.10%,2.00%,Nov 07/b,41.38M,41.37M,0.90%,-17.48%,-,-0.74%,10.52%,5.76,755.29K,2.21%,9.65%,-1.79%,-11.45%,-14.51%,-3.30%,3.10%,3.34%,2.40,0.68,1.12,1.39,5.75%,8.73%,2.95%,-19.61%,20.09%,64.18,-2.78%,1.35%
PDCE,144,"PDC Energy, Inc.",Basic Materials,Independent Oil & Gas,USA,1.51B,12.47,22.91,"2,130,604",Today After Market EPS,3-Hold ,BUY,C (Hold),F,November6,7.72,0.32,0.94,0.63,1005.21,1.61,100.80%,102.11%,15.40%,38.40%,31.60%,-,2.70%,5.10%,1.90%,0.70,0.70,0.50,0.51,94.20%,14.70%,7.70%,Nov 06/a,65.82M,61.45M,0.10%,8.58%,-,-0.29%,13.04%,4.93,1.63M,12.19%,-7.66%,-20.64%,-37.93%,-50.42%,-23.02%,6.49%,5.60%,2.00,1.31,0.93,1.28,1.58%,-15.56%,-31.24%,-57.18%,17.07%,45.13,-2.01%,-0.68%
PDLI,145,"PDL BioPharma, Inc.",Healthcare,Biotechnology,USA,312.06M,9.09,2.80,"825,104",Today After Market EPS,3-Hold ,None,C- (Hold),C,November6,43.08,0.65,2.41,0.50,-,-,-166.30%,-43.48%,-18.00%,14.00%,-15.40%,-,4.70%,6.20%,-7.40%,10.40,10.00,0.19,0.00,62.50%,-,34.10%,Nov 06/a,111.45M,110.99M,0.10%,0.00%,95.00%,0.62%,13.40%,9.12,1.63M,-0.71%,17.65%,-1.41%,-14.89%,12.45%,-3.45%,3.12%,4.47%,-,0.51,0.67,0.12,6.91%,16.11%,-7.25%,-28.02%,35.92%,61.03,-1.41%,-0.35%
PFIE,146,"Profire Energy, Inc.",Basic Materials,Oil & Gas Equipment & Services,USA,88.22M,17.08,1.81,"22,900",Today After Market EPS,4-Sell ,BUY,C+ (Hold),D,November6,13.41,0.81,2.05,1.81,6.04,16.04,37.40%,53.41%,0.60%,21.00%,5.20%,-,10.20%,11.20%,12.00%,8.30,5.90,0.00,0.00,50.70%,15.50%,11.90%,Nov 06/a,48.74M,32.44M,4.20%,0.00%,44.50%,0.04%,1.02%,3.46,95.84K,1.12%,2.26%,50.83%,19.08%,-23.95%,24.83%,4.28%,3.98%,2.20,0.24,1.63,0.08,-1.71%,3.76%,10.49%,-31.95%,56.03%,51.43,2.26%,0.00%
PGRE,147,"Paramount Group, Inc.",Financial,Property Management,USA,3.14B,65.71,13.47,"1,178,490",Today After Market EPS,2-Buy ,BUY,C- (Hold),D,November6,153.07,-,4.11,0.80,11.08,21.43,-89.60%,25.71%,-15.10%,-,12.60%,2.97%,0.60%,1.20%,1.60%,-,-,0.95,0.95,64.20%,22.40%,6.40%,Nov 06/a,233.25M,200.30M,0.10%,0.00%,70.00%,-0.23%,1.64%,1.92,1.72M,-1.39%,5.32%,1.05%,-5.94%,-4.81%,7.25%,1.75%,1.56%,2.30,0.69,0.78,0.22,2.63%,2.34%,-3.36%,-10.85%,10.59%,55.96,0.22%,0.37%
PGTI,115,"PGT Innovations, Inc.",Industrial Goods,General Building Materials,USA,1.02B,20.52,17.71,"396,640",Tomorrow Before Market EPS,2-Buy ,BUY,B (Buy),D,November6,16.47,5.86,1.34,2.49,12.10,13.24,88.60%,15.22%,14.30%,3.50%,23.90%,-,5.60%,12.60%,10.70%,3.00,2.40,0.89,0.89,35.90%,12.50%,6.50%,Nov 07/b,57.73M,56.24M,3.00%,-7.25%,93.90%,0.51%,3.55%,5.52,361.35K,2.07%,0.51%,25.69%,14.33%,-16.03%,11.74%,2.76%,2.69%,2.10,1.10,0.97,0.50,-0.61%,4.36%,12.11%,-17.59%,33.16%,51.82,-0.95%,-0.11%
PK,148,Park Hotels & Resorts Inc.,Services,Lodging,USA,5.63B,16.51,24.15,"3,396,589",Today After Market EPS,3-Hold ,HOLD,C (Hold),F,November6,15.94,1.60,2.09,0.86,18.16,-,110.20%,-0.85%,26.60%,10.30%,3.20%,7.45%,3.00%,5.00%,5.80%,-,-,0.52,0.52,65.30%,15.60%,10.40%,Nov 06/a,233.17M,233.17M,0.40%,0.00%,88.60%,0.70%,3.55%,2.75,3.01M,2.29%,3.03%,-3.28%,-21.28%,-18.64%,-7.04%,1.93%,1.93%,2.60,1.13,-,0.47,2.61%,-0.37%,-13.20%,-26.86%,7.91%,53.73,-0.25%,0.04%
PLUG,116,Plug Power Inc.,Technology,Diversified Electronics,USA,684.51M,-,2.85,"5,722,629",Tomorrow Before Market EPS,2-Buy ,BUY,D- (Sell),B,November6,-,-,3.63,-,34.57,-,40.70%,25.00%,15.30%,25.00%,45.70%,-,-21.70%,-,-21.90%,1.50,0.80,-,-,6.50%,-32.50%,-45.00%,Nov 07/b,240.18M,240.18M,1.20%,0.00%,32.20%,-2.37%,18.31%,10.63,4.14M,7.95%,8.37%,35.71%,23.38%,48.44%,129.84%,4.83%,4.61%,2.00,1.38,1.46,0.13,0.97%,8.63%,23.21%,-9.24%,188.11%,55.80,1.79%,1.08%
PLUS,149,ePlus inc.,Technology,Application Software,USA,1.04B,16.55,78.42,"56,230",Today After Market EPS,3-Hold ,BUY,B (Buy),D,November6,13.92,3.31,0.75,2.44,29.30,-,21.60%,6.83%,16.30%,5.00%,5.40%,-,7.90%,15.40%,11.90%,1.50,1.40,0.02,0.17,24.50%,5.90%,4.60%,Nov 06/a,13.30M,13.17M,2.10%,-3.54%,91.80%,0.03%,1.33%,1.77,98.45K,0.20%,5.89%,-4.26%,-14.54%,-7.89%,10.19%,2.11%,2.26%,2.00,0.57,1.26,1.86,2.24%,0.67%,-3.19%,-18.15%,19.69%,52.51,-2.10%,-0.12%
PLX,117,"Protalix BioTherapeutics, Inc.",Healthcare,Biotechnology,Israel,34.44M,-,0.23,"210,208",Tomorrow Before Market EPS,3-Hold ,None,E+ (Sell),D,November6,-,-,0.76,-,-,-,11.10%,56.20%,-,25.00%,-,-,-,-,-,-,-,-,-,-,-,-,Nov 07/b,148.38M,145.04M,6.23%,0.00%,9.70%,-,2.05%,3.38,882.06K,-4.52%,14.73%,2.20%,-41.98%,-53.11%,-25.37%,8.29%,15.32%,-,0.24,-,0.03,2.99%,6.87%,-36.64%,-61.32%,36.53%,51.40,-2.68%,2.49%
PLYA,150,Playa Hotels & Resorts N.V.,Services,Resorts & Casinos,USA,1.10B,45.54,8.47,"261,546",Today After Market EPS,4-Sell ,BUY,C- (Hold),C,November6,50.12,2.94,1.68,1.28,10.50,-,332.80%,94.25%,16.90%,15.48%,17.10%,-,1.10%,2.80%,4.30%,-,-,1.14,1.14,43.20%,11.40%,3.70%,Nov 06/a,129.51M,83.08M,3.30%,-,69.80%,0.10%,2.60%,7.68,281.15K,3.55%,12.93%,15.40%,-0.35%,-7.43%,17.80%,2.21%,1.88%,2.00,0.93,-,0.16,6.71%,7.20%,8.04%,-11.59%,41.64%,73.72,-0.24%,0.12%
PLYM,118,"Plymouth Industrial REIT, Inc.",Financial,REIT - Industrial,USA,233.85M,-,18.10,"62,564",Tomorrow Before Market EPS,5-Strong Sell ,STRONG BUY,D (Sell),A,November6,-,-,3.96,3.61,17.99,83.52,-29.70%,-,-49.20%,-,-,8.29%,-5.10%,-,-2.10%,0.70,0.70,8.42,8.42,63.50%,-2.60%,-38.90%,Nov 07/b,12.92M,12.71M,1.70%,-,37.30%,8.98%,0.31%,0.29,134.77K,-4.64%,-1.90%,1.00%,-3.77%,34.47%,43.54%,2.60%,1.98%,1.50,0.46,-,0.45,-3.75%,-3.14%,2.27%,-9.50%,65.30%,37.10,-1.58%,0.77%
PNW,119,Pinnacle West Capital Corporation,Utilities,Electric Utilities,USA,10.31B,20.67,91.17,"1,371,457",Tomorrow Before Market EPS,3-Hold ,HOLD,B (Buy),B,November6,18.09,4.04,2.84,1.96,6442.30,-,1.10%,5.66%,4.10%,5.11%,1.30%,3.43%,2.80%,9.60%,6.10%,0.50,0.40,0.93,1.06,-,20.80%,13.80%,Nov 07/b,113.06M,111.91M,0.20%,-3.42%,90.00%,-0.55%,3.26%,4.01,908.59K,-2.85%,-4.61%,-1.74%,-1.51%,9.30%,7.01%,1.31%,1.27%,2.90,1.51,0.05,1.27,-2.86%,-3.86%,-3.05%,-8.66%,11.69%,37.98,0.21%,0.22%
PRFT,120,"Perficient, Inc.",Technology,Information Technology Services,USA,1.25B,42.26,38.12,"315,979",Tomorrow Before Market EPS,2-Buy ,STRONG BUY,A (Buy),A,November6,17.26,3.52,2.36,3.33,36.59,22.09,82.50%,10.40%,1.70%,12.00%,5.90%,-,5.10%,8.30%,5.90%,2.30,2.30,0.34,0.34,36.60%,8.40%,5.50%,Nov 07/b,32.92M,31.83M,2.20%,-5.55%,94.90%,0.23%,6.96%,7.79,284.23K,-3.20%,2.25%,6.07%,24.01%,50.73%,71.25%,2.77%,2.64%,1.40,1.11,0.79,1.10,-0.62%,0.57%,17.04%,-8.85%,82.22%,48.97,-0.44%,-0.26%
PRI,151,"Primerica, Inc.",Financial,Life Insurance,USA,5.49B,16.10,129.25,"129,965",Today After Market EPS,3-Hold ,HOLD,A (Buy),C,November6,14.22,1.41,2.78,3.46,22.41,12.25,31.30%,10.61%,21.40%,11.38%,9.10%,1.05%,2.70%,23.10%,12.50%,-,-,0.92,0.92,-,24.20%,17.60%,Nov 06/a,42.48M,41.53M,0.60%,-5.56%,91.00%,-0.56%,1.87%,3.65,212.56K,0.69%,9.95%,11.05%,2.13%,13.33%,32.28%,1.23%,1.35%,3.20,0.61,1.36,2.17,3.27%,4.70%,6.18%,-2.21%,43.17%,64.50,0.51%,-0.28%
PROS,152,"ProSight Global, Inc.",Financial,Property & Casualty Insurance,USA,700.41M,13.53,16.38,"67,283",Today After Market EPS,3-Hold ,BUY,None,],November6,11.12,2.94,0.83,-,20.48,-,195.20%,7.75%,-,4.60%,-,-,-,-,11.60%,-,-,0.40,0.40,-,-,-,Nov 06/a,42.76M,42.76M,0.40%,-,47.70%,-,0.32%,0.81,167.66K,2.37%,-2.73%,-9.60%,-,-,-4.04%,4.36%,4.92%,2.20,0.40,-,0.82,-1.86%,-6.78%,-8.07%,-22.00%,9.05%,47.27,3.67%,0.45%
PRSC,153,The Providence Service Corporation,Healthcare,Specialized Health Services,USA,869.52M,59.15,67.02,"66,482",Today After Market EPS,,None,C+ (Hold),C,November6,20.62,4.93,0.67,2.74,29.18,33.57,-40.20%,75.68%,-1.10%,12.00%,11.60%,-,-3.40%,-6.90%,6.20%,1.50,1.50,0.00,0.00,6.50%,1.90%,-1.60%,Nov 06/a,12.97M,12.69M,0.50%,2.96%,98.63%,-0.15%,1.74%,3.31,66.66K,4.05%,17.17%,21.68%,-0.22%,0.43%,11.66%,3.25%,2.74%,-,1.00,0.79,1.81,7.98%,11.97%,7.67%,-11.36%,44.04%,67.22,1.84%,0.00%
PRTY,121,Party City Holdco Inc.,Services,"Specialty Retail, Other",USA,571.94M,5.22,6.10,"2,739,937",Tomorrow Before Market EPS,5-Strong Sell ,BUY,C- (Hold),D,November6,4.07,0.56,0.23,0.53,12.14,-,19.20%,16.20%,104.80%,9.40%,3.50%,-,2.80%,11.00%,8.00%,1.20,0.30,1.47,1.83,17.90%,11.40%,4.70%,Nov 07/b,93.76M,53.56M,0.70%,30.62%,-,0.05%,42.49%,11.57,1.97M,7.58%,0.49%,31.18%,-24.22%,-39.60%,-38.88%,7.75%,6.93%,2.00,1.39,1.40,0.43,-4.68%,3.03%,-17.87%,-50.69%,49.88%,47.59,1.67%,0.00%
PSEC,154,Prospect Capital Corporation,Financial,Asset Management,USA,2.37B,16.33,6.45,"1,565,161",Today After Market EPS,3-Hold ,HOLD,C (Hold),C,November6,8.16,3.27,3.37,0.72,-,-,-7.10%,0.00%,-6.05%,5.00%,-,11.16%,-,-,-,-,-,-,-,-,-,-,Nov 06/a,367.29M,-,17.41%,2.45%,13.55%,-,-,9.27,1.52M,-0.15%,0.47%,-2.27%,-4.30%,-4.73%,2.22%,1.00%,0.96%,3.50,1.03,-,0.07,-0.77%,-1.20%,-2.33%,-9.41%,13.16%,42.21,0.78%,-0.16%
PWFL,155,"PowerFleet, Inc.",Technology,Communication Equipment,USA,114.39M,-,6.20,"155,329",Today After Market EPS,2-Buy ,STRONG BUY,D (Sell),C,November6,12.35,-,2.09,3.92,-,-,-30.40%,318.33%,11.70%,30.00%,5.80%,-,-14.10%,-27.70%,-18.20%,1.60,1.20,0.00,0.00,49.30%,-15.30%,-15.50%,Nov 06/a,18.45M,15.26M,5.80%,-,60.00%,-0.16%,5.35%,11.76,69.39K,5.26%,-1.59%,4.73%,12.73%,4.03%,10.91%,5.78%,4.95%,1.40,2.24,1.29,0.35,1.80%,7.47%,6.72%,-14.36%,30.25%,56.96,6.53%,-0.85%
QCOM,156,QUALCOMM Incorporated,Technology,Communication Equipment,USA,102.99B,29.81,84.63,"8,836,113",Today After Market EPS,3-Hold ,BUY,B- (Buy),B,November6,20.15,1.10,5.01,18.85,7.17,58.16,-282.80%,21.04%,-22.60%,27.03%,-1.80%,2.93%,10.00%,98.50%,-25.00%,1.80,1.60,2.46,3.01,56.60%,29.90%,16.50%,Nov 06/a,1.22B,1.21B,0.09%,-12.62%,80.60%,-0.48%,1.61%,2.70,7.27M,3.92%,16.17%,18.76%,1.01%,33.34%,48.71%,1.94%,1.88%,2.40,1.22,1.61,1.82,6.48%,8.54%,21.08%,-6.32%,72.36%,63.53,-0.83%,-0.14%
QES,157,Quintana Energy Services Inc.,Basic Materials,Oil & Gas Equipment & Services,USA,59.20M,-,1.85,"13,141",Today After Market EPS,5-Strong Sell ,BUY,D (Sell),F,November6,-,-,0.10,0.34,3.57,-,24.60%,1.10%,-,-,-,-,-7.40%,-12.30%,-2.70%,1.70,1.40,0.24,0.25,17.60%,-3.60%,-4.20%,Nov 06/a,32.00M,7.24M,1.80%,-,16.40%,-0.08%,1.25%,5.14,17.55K,14.20%,0.54%,11.45%,-53.87%,-73.57%,-46.53%,7.63%,11.19%,2.20,0.75,-,0.18,9.37%,6.84%,-38.39%,-73.37%,65.18%,56.27,2.21%,1.12%
QTRH,122,Quarterhill Inc.,Technology,Communication Equipment,Canada,158.03M,-,1.33,"26,134",Tomorrow Before Market EPS,3-Hold ,BUY,C- (Hold),B,November6,6.05,-,1.24,0.79,-,-,-66.70%,450.00%,9.01%,20.00%,-,3.01%,-,-,-,-,-,-,-,-,-,-,Nov 07/b,118.82M,117.73M,2.56%,-,28.63%,-,0.07%,1.60,48.23K,3.11%,7.26%,2.31%,24.30%,3.10%,34.70%,3.92%,4.56%,2.00,0.54,-,0.06,5.94%,2.08%,14.56%,-8.28%,54.65%,53.95,-1.48%,1.50%
